height,length
23.063954848871965,38.558599751498726
39.21449370004146,50.03016027736679
24.096207483476014,45.03521499678636
21.800828481978215,43.024608692635205
39.74264950579931,51.96076088037163
26.171880400558834,49.59010532398923
19.48569184731844,40.50527711799467
40.38946387147805,48.95902729450341
25.362596931120596,48.219933951115244
20.98530469607794,41.23499932798164
38.54590950202681,49.78763309305881
26.622917139220398,50.074369299750714
23.603791175024487,41.560887100273646
38.279314783659586,49.1740630714198
19.91001233905366,48.05916228953883
20.766664410531384,39.23933654430116
38.68362421835398,50.317130301189586
23.889884935039564,51.07159598115255
21.655236482897386,42.26551909103688
38.545469267351244,50.86755304329479
26.75296918068981,49.841901908099096
23.0148002039876,42.40657819448762
35.875047267601275,49.684599511087
25.877026005235134,47.966146142099944
18.902500567248545,43.47851076538072
39.54558868983703,52.497703946049214
26.46047910956431,48.45458350577305
19.72144013169492,40.38487890592127
39.62069562512099,49.48167104335354
26.85942868858196,46.28805902766512
21.025955956935235,42.62286296021509
38.85982090734665,50.36291672649119
23.708826954114308,49.00035962975768
23.28905604872631,39.96312731324363
36.23089084446563,52.44039366217848
26.950812143451873,48.63771288780713
23.96584344333231,40.73235083024233
38.268923390824924,46.73774272785279
28.84733579559562,49.14995371763277
21.564357493096914,38.81387314236925
39.16393130215682,46.6168314293443
25.96246465339509,48.629722424738674
18.5255804449627,39.31599419948629
37.581618059024485,51.283023810323385
25.000332692093597,48.10697306745035
23.399054894702424,40.7893680445015
35.806565395459984,53.79115424835848
23.025000861389596,50.36138090375399
24.247408408659876,39.819722113145836
38.90157924053367,48.86054127726719
27.117322615421063,45.480605516996434
23.56278178889352,39.89165914937533
36.479197525992696,49.73240837542823
25.678113068460803,44.811573621556064
24.652738911919666,39.1068535300984
37.45623425775115,52.77214504807399
22.19564430673183,48.535999283401345
22.195008793138705,40.33832801992772
35.52848862569631,49.54785128225518
25.799774501068317,46.509435337756415
22.10635942652737,38.41104197780102
40.42625378865765,50.49450909699051
26.9920148623999,48.16631588317494
25.26078551300584,41.64699939865563
38.353166989814255,49.27563341774568
27.250776049457684,45.73759885917121
24.477054927407643,39.074673127234185
40.45834952898253,50.00913427389666
22.087000822364487,46.539190575950194
23.351089522953664,40.31720317287775
39.81962344091574,46.83898570896041
25.945233031097082,45.04632233493007
20.260646678145466,40.64701179591167
38.59510888084154,48.701464649091115
29.91943553242515,46.49041513741612
21.56564228100362,40.710484359579716
43.16868793081886,50.791265315116625
28.95848873866288,46.65809857441999
19.931978683001734,36.06051400591349
38.36948404555685,48.77893941251311
23.442484558355677,46.723292491082034
22.62198598986848,40.10816579556868
44.62581855011878,52.20518366211069
25.149352571509684,47.165247596984365
20.087941340795755,42.172955566053986
39.12955047632438,55.50685806574948
24.20161486524558,46.678424373062114
19.47904788721211,36.615663382919166
39.4242014174265,47.07223305193691
28.46422052920112,48.853778506713596
20.44359706153508,40.047995163239705
39.267491932967744,49.74891039739153
25.628430988765654,46.610270920268604
22.79327963184788,41.6102269481905
38.95819089332498,47.58419586235703
22.38566976109621,49.10170081531236
24.64372359558349,42.97301429642084
38.729372788460786,49.003513459080565
26.558731379705655,46.119158505217214
22.50985432033934,41.351595597258886
41.109279332617454,53.347244573175715
27.98646285631768,49.05070903235903
19.33804428891574,35.96976906865163
35.93227952430553,53.09242230080314
23.048124517958406,48.58632413275885
22.15676645393411,41.79651005846624
36.98167453051507,50.26196014907929
22.862434491873334,48.44126188849387
24.725434078286934,40.57854914943169
37.69886817332759,49.61381926901914
23.520938028510354,47.08040818867982
23.455622739886493,37.66930121899146
39.369039662224594,48.78043383432794
25.726024081984363,47.217964146786294
23.022171521238327,41.009556034417486
40.57754277763842,48.12464593092242
25.361419156256442,44.98447581611086
24.38548739253286,37.258330734886165
37.56494735692695,50.23525607288499
27.963067703225175,48.15954783552355
20.394815658161907,40.54752421528797
38.77317574403994,49.33248368124446
26.855055064775403,46.96206751084035
23.2055233966407,40.25115760155142
38.836830330964915,51.18377874974913
23.182232783910454,48.526786865393085
20.045598483300434,40.64331346138388
37.2503913644576,48.899730967030955
26.6131063371692,50.26395338203244
22.12494876672789,42.619933913786625
38.58194097181118,49.225371598406966
23.259277887271086,47.9366622907584
24.800521334631316,41.38528225516025
38.117908217052964,50.02822219525266
24.336113950621233,48.86371432531714
23.7661150290633,42.1163783646389
32.578824244438394,47.46792023415074
27.760075637204718,51.183748712768484
23.65723849313625,36.0005757480508
36.84218388098695,47.572905793615156
26.888480645616518,45.2670103238108
22.20131465582231,37.68322675051478
38.034724746543446,49.94085461151355
24.521676200439007,50.38117367632159
23.32244261252307,38.43093325669783
38.483552207854196,50.235762548221615
25.119928977349414,46.09613182375888
19.69579514186999,41.033890850109394
35.25115428266432,47.174569455369195
25.77066702414789,48.21224073317478
23.498972460799358,40.38983025665298
38.063281995665974,52.42262661855107
24.105544152750653,46.23252078318948
22.990893548212036,35.67815606045025
38.81730751630267,49.07588044047146
24.15025730026108,49.305356942359346
23.090021630816064,39.713481158604175
35.978370333404776,51.878260658526145
25.16220124893023,47.92058781328429
22.01728783197592,38.31731957636838
39.02942572739785,51.196496761659226
27.24765308322189,45.4404417609728
24.353752863237766,42.683373258878014
39.419506504237475,48.48194371509061
23.749012037465274,45.053867490955724
22.9987717883577,38.77203768061081
